# v,total_welfare
0.000000000000000000e+00,1.333534894865464837e+00
2.500000000000000000e-01,1.331989775902262085e+00
5.000000000000000000e-01,1.335332170242258254e+00
7.500000000000000000e-01,1.337655592111509195e+00
1.000000000000000000e+00,1.336468745703503602e+00
